Category,Score
_Coffee Shop,13.07834101382489
_Pizza Place,10.912442396313352
_Park,10.327188940092165
_Mexican Restaurant,9.935483870967737
_American Restaurant,9.820276497695849
_Italian Restaurant,9.05990783410138
_Bar,6.889400921658982
_Brewery,5.6958525345622135
_Grocery Store,5.3963133640553
_Breakfast Spot,5.253456221198155
