Category,Score
_Park,16.963636363636375
_Gas Station,15.563636363636366
_Discount Store,12.254545454545454
_Seafood Restaurant,11.927272727272722
_Trail,9.490909090909094
_Fast Food Restaurant,7.50909090909091
_Sandwich Place,6.490909090909089
_Liquor Store,6.18181818181818
_Fried Chicken Joint,4.5636363636363635
_Chinese Restaurant,3.636363636363636
